url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-826-01173,FOIL-2022-826-01173,FOIL Request: 2375 East 3rd St; Brooklyn,,Closed,Department of Environmental Protection (DEP),2022-07-25 21:00:00+00:00
