url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-136-00013,FOIL-2022-136-00013,"1102 JACKSON AVENUE, BRONX, BLOCK: 2651; LOT: 4; VIOLATION# 22-0088",,Closed,Landmarks Preservation Commission (LPC),2022-03-30 21:00:00+00:00
