url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-01945,FOIL-2022-056-01945,FOIL Req - Jaipaul Persaud - DOA: 03-12-2021; MV-2021-107-000321,,Open,New York City Police Department (NYPD),2022-08-03 21:00:00+00:00
