url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-00638,FOIL-2022-056-00638,2021 Crime Stats for St Johns University 175-05 Horace Harding Expw Fresh Meadow NY 11365,,Open,New York City Police Department (NYPD),2022-05-31 21:00:00+00:00
