url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-057-03842,FOIL-2022-057-03842,"Phase I ESA - 2450 and 2500 Westchester Avenue, Bronx, NY 10461 (Block 3848, Lots 1 and 6)",,Open,New York City Fire Department (FDNY),2022-03-24 21:00:00+00:00
