url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-00142,FOIL-2022-056-00142,Request for surveillance footage from NYPD Camera # 726248; Our file RNY-21-0486,,Open,New York City Police Department (NYPD),2022-05-19 21:00:00+00:00
