url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-806-00148,FOIL-2022-806-00148,"J51 tax abatement files for 192 East 75th Street, New York, NY. Block 1409; Lot 42",,Closed,Department of Housing Preservation and Development (HPD),2022-02-17 22:00:00+00:00
