url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-841-00975,FOIL-2022-841-00975,Is there a current lien on this property for this sidewalk violation?,,Open,Department of Transportation (DOT),2022-08-22 21:00:00+00:00
