url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-057-02448,FOIL-2022-057-02448,"Fire report for the fire at 687 E42nd Street, Brooklyn on 2/20/22",,Closed,New York City Fire Department (FDNY),2022-03-28 21:00:00+00:00
