url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-057-01331,FOIL-2022-057-01331,Request for Storage Tank Records: Manhattan Club 200 West 56th Street,,Open,New York City Fire Department (FDNY),2022-02-04 22:00:00+00:00
