url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-826-00278,FOIL-2022-826-00278,"FOIL Request: 5001 Glenwood Road, Brooklyn, NY; Block 7969 and Lot 1",,Closed,Department of Environmental Protection (DEP),2022-06-03 21:00:00+00:00
