url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-806-00384,FOIL-2022-806-00384,Hercules service repair contract washers dryers; tenants reporting machines not working,,Open,Department of Housing Preservation and Development (HPD),2022-06-14 21:00:00+00:00
