url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-059-00007,FOIL-2022-059-00007,"Documents relating to Foundation Work, 32 W 38th St; Block 839 Lot 67",,Closed,Board of Standards and Appeals (BSA),2022-02-18 22:00:00+00:00
