url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-860-00041,FOIL-2022-860-00041,Emails with Ancestry,,Open,Department of Records and Information Services (DORIS),2022-04-15 21:00:00+00:00
