url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2021-868-00114,FOIL-2021-868-00114,Any and all work orders or records etc,"Any and all records of for the installation, repair, maintenance of water, sewer and/or storm drains in the roadway at or near Gerritsen Avenue and Seba Avenue, Brooklyn New York on or about June 17, 2021;",Closed,Department of Citywide Administrative Services (DCAS),2021-12-30 22:00:00+00:00
