url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-826-00479,FOIL-2022-826-00479,"58 2nd Avenue, Brooklyn, NY 11215; Block 990, Lot 69",,Closed,Department of Environmental Protection (DEP),2022-06-16 21:00:00+00:00
