url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-136-00012,FOIL-2022-136-00012,"1102 JACKSON AVENUE, BRONX, BLOCK: 2651; LOT: 4; VIOLATION# 22-0087",,Closed,Landmarks Preservation Commission (LPC),2022-03-30 21:00:00+00:00
