url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-02459,FOIL-2022-056-02459,officer body cam video; police car cam video.,,Closed,New York City Police Department (NYPD),2022-02-18 22:00:00+00:00
