url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-806-00391,FOIL-2022-806-00391,Construction Contract - La Casa del Mundo - 3475 Third Ave - Bx BL 2372; Lot 37,,Open,Department of Housing Preservation and Development (HPD),2022-06-14 21:00:00+00:00
