url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-01037,FOIL-2022-056-01037,video footage of pedestrian struck by motor vehicle,,Closed,New York City Police Department (NYPD),2022-01-27 22:00:00+00:00
