url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-806-00252,FOIL-2022-806-00252,"153 Norfolk St., Manhattan (Block 354, Lot 20)",,Open,Department of Housing Preservation and Development (HPD),2022-05-23 21:00:00+00:00
