url,foil_id,title,agency_request_summary,status,ass_agency,due_date
https://a860-openrecords.nyc.gov/request/view/FOIL-2022-056-03416,FOIL-2022-056-03416,Requesting 911 audio CD from incident that occurred on 2/23/22,,Open,New York City Police Department (NYPD),2022-07-11 21:00:00+00:00
